Business Name,Status,Address,City/State/Zip,Taxpayer ID,Location #,Permit Begin,Permit End
DILLARD MECHANICAL,INACTIVE,311 NORTH FRONT ST,"FORT DAVIS, TX 79734",32030061926,00002,10/01/2007,03/31/2008
DIRECT LINE RESOURCES,INACTIVE,PRUDE RANCH HIGHWAY 118,"FORT DAVIS, TX 79734",32032010004,00003,05/20/1996,05/20/1996
DMR COUNTRY STORE,INACTIVE,HWY 166 DAVIS MT RESORT,"FORT DAVIS, TX 79734",17419890086,00005,07/01/1980,07/31/1988
DOGGONE GOODIES,ACTIVE,807 WEBSTER AVE,"FORT DAVIS, TX 79734",32088716041,00001,04/15/2023,
DOMINGUEZ CHEVRON,INACTIVE,E SIDE IH 118 & 17,"FORT DAVIS, TX 79734",32023655296,00001,10/01/1971,12/31/1977
DONNA S TRAMMELL,INACTIVE,301 THOMPSON TRAIL,"FORT DAVIS, TX 79734",30118098885,00003,07/01/2002,07/01/2002
DOUG MORELAND,INACTIVE,206 MADRONE ST,"FORT DAVIS, TX 79734",32007586509,00002,04/01/2018,12/31/2024
DR WATSON CLUB,INACTIVE,210 N FRONT ST,"FORT DAVIS, TX 79734",32018547391,00001,02/25/2005,02/23/2006
DURAN HEALTH PRODUCTS,INACTIVE,LIMPIA CREEK NORTH HWY 17,"FORT DAVIS, TX 79734",32032155023,00001,07/01/1996,03/31/2000
EAGLE OPTICS,INACTIVE,HIGHWAY 118 @PRUDE RANCH,"FORT DAVIS, TX 79734",32022307998,00001,04/21/1998,04/21/1998
EARTH ART,INACTIVE,CORNER OF BOURASSA GULCH AND SQUAWVALLEY,"FORT DAVIS, TX 79734",32008769062,00002,08/15/1992,12/31/2010
EARTH ART POTTERY,INACTIVE,100 CRAZY HORSE TRL,"FORT DAVIS, TX 79734",32010667221,00008,01/20/2012,12/25/2013
EARTH ART POTTERY,INACTIVE,104 CHANCELLOR CYN,"FORT DAVIS, TX 79734",32010667221,00007,01/01/2010,12/25/2010
EARTH ART POTTERY,INACTIVE,205 TOMAHAWK TRL,"FORT DAVIS, TX 79734",32010667221,00006,01/01/2008,12/31/2009
EDWARDS & ASSOCIATES,INACTIVE,1 MILE SOUTH OF FORT DAVIS,"FORT DAVIS, TX 79734",17427534726,00002,08/01/1991,06/30/1992
EDWARDS AND ASSOCIATES,INACTIVE,10 MILES WEST OF FORT DAVIS,"FORT DAVIS, TX 79734",17427534726,00001,04/01/1991,07/31/1991
EL CERRO BOOKS,INACTIVE,1 BLK EAST OF HWY 17,"FORT DAVIS, TX 79734",32029424655,00002,04/01/1979,12/25/1999
EL OCOTILLO,INACTIVE,202 N SGT GONZALES,"FORT DAVIS, TX 79734",32090382097,00001,06/01/2023,07/12/2023
EL OCOTILLO,INACTIVE,202 SGT GONZALES,"FORT DAVIS, TX 79734",32091575806,00001,10/01/2023,12/31/2023
ELSIE VOIGT,INACTIVE,STATE HIGHWAY 166 17 MI W OF FORT DAVIS,"FORT DAVIS, TX 79734",32022293487,00001,07/04/1987,07/01/1988
ERNHART ENTERPRISES,INACTIVE,1 JOHNSON LN,"FORT DAVIS, TX 79734",32031300737,00003,06/20/1997,12/25/1999
ESSENTIAL KITCHEN COMPLEMENTS,INACTIVE,229 MANO PRIETO RD,"FORT DAVIS, TX 79734",32040147962,00003,11/28/2012,12/31/2014
FAMILY DOLLAR #30487,ACTIVE,107 E MUSQUIZ DR,"FORT DAVIS, TX 79734",32038973395,01042,07/01/2013,
FAR OUT WEST,INACTIVE,104 LT GIBBONS,"FORT DAVIS, TX 79734",32040047477,00001,09/07/2009,04/01/2010
FAR OUT WEST EVENTS LLC,INACTIVE,201 VICTORIO TRL,"FORT DAVIS, TX 79734",32088967164,00001,08/25/2023,12/31/2024
FARRIER HOUSE,INACTIVE,HWY 17 NORTH 2 BLKS FROM PO,"FORT DAVIS, TX 79734",32028661281,00002,07/01/1993,09/04/1995
FAYME II HAIR DESIGN,INACTIVE,PO BOX 951,"FORT DAVIS, TX 79734",32022519089,00003,01/01/1984,06/30/1984
FAYME II HAIR DESIGNS,INACTIVE,DUMAS BLDG HWY 17,"FORT DAVIS, TX 79734",32022519089,00002,04/14/1983,12/25/1986
FISHER HILL GALLERY,INACTIVE,HIGHWAY 17,"FORT DAVIS, TX 79734",17426564112,00001,03/01/1993,07/31/2000
FLOWER BOX,INACTIVE,407 N STATE STREET,"FORT DAVIS, TX 79734",32006680469,00003,07/01/2007,08/20/2008
FLOWER BOX,INACTIVE,220 PAISANO DR,"FORT DAVIS, TX 79734",32006680469,00002,05/16/2003,06/30/2007
FLOWER BOX,INACTIVE,MAIN STREET,"FORT DAVIS, TX 79734",32006680469,00001,09/13/1999,12/31/2002
FORT BLISS FLOWER SHOP,INACTIVE,FT BLISS EXCHANGE,"FT BLISS, TX 79734",19528901762,00002,08/01/1974,06/30/1978
FORT DAVID VETERINARY SERVICES,INACTIVE,43441 STATE HIGHWAY 17,"FORT DAVIS, TX 79734",17525218685,00004,04/01/2007,03/31/2018
FORT DAVIS ASTRONOMICAL SUPPLY,INACTIVE,SOUTH FRONT STREET,"FORT DAVIS, TX 79734",32031924999,00002,01/01/1993,09/30/1993
FORT DAVIS ASTRONOMICAL SUPPLY,INACTIVE,HWY 17,"FORT DAVIS, TX 79734",32031924999,00001,10/15/1991,01/01/1993
FORT DAVIS AUCTION COMPANY,ACTIVE,HWY 118 AT CROSSROAD,"FORT DAVIS, TX 79734",32007728762,00004,05/05/1997,
FORT DAVIS AUTO PARTS,INACTIVE,HIGHWAY 17,"FORT DAVIS, TX 79734",32009514814,00002,01/01/1985,02/26/2004
FORT DAVIS AUTO PARTS,INACTIVE,CORNER MAIN & COURTHOUSE,"FORT DAVIS, TX 79734",17421885967,00003,04/01/1984,12/31/1984
FORT DAVIS CAFE,INACTIVE,1300 N STATE ST,"FORT DAVIS, TX 79734",32057728985,00002,01/01/2016,04/30/2016
FORT DAVIS CHAMBER OF COMMERCE,ACTIVE,#4 MEMORIAL SQUARE,"FORT DAVIS, TX 79734",12374221781,00002,10/01/2004,
FORT DAVIS CHEVRON,INACTIVE,HIWAY 17 ACROSS FROM COURTHOUSE,"FORT DAVIS, TX 79734",32009514814,00003,02/10/1994,06/25/1999
FORT DAVIS COMMUNCATIONS,INACTIVE,WESTSIDE MAIN STREET,"FORT DAVIS, TX 79734",30009328268,00001,10/01/1987,09/30/1988
"FORT DAVIS COW CAMP, LLC",ACTIVE,110 N CATCLAW,"FORT DAVIS, TX 79734",32036643487,00004,11/01/2021,
FORT DAVIS DRUG,INACTIVE,MAIN STREET ON HWY 17,"FORT DAVIS, TX 79734",32027282311,00004,07/01/1981,02/28/1985
FORT DAVIS DRUG STORE,INACTIVE,HWY 17 & MAIN ST,"FORT DAVIS, TX 79734",32020920016,00002,01/30/1988,03/20/1991
FORT DAVIS DRUG STORE,INACTIVE,MAIN STREET ON HWY 17,"FORT DAVIS, TX 79734",32020920016,00001,02/25/1985,06/30/1987
FORT DAVIS DRUG STORE,INACTIVE,MAIN ST ON HWY 17,"FORT DAVIS, TX 79734",32024127774,00001,04/01/1978,06/30/1981
FORT DAVIS DRUG STORE,INACTIVE,MAIN ST ON HWY 17,"FORT DAVIS, TX 79734",30010574371,00001,08/01/1987,03/18/1988
FORT DAVIS DRUG STORE & HOTEL,INACTIVE,113 N STATE ST,"FORT DAVIS, TX 79734",32043664138,00002,01/01/2016,08/31/2019
FORT DAVIS DRUG STORE AND HOTEL,INACTIVE,113 STATE ST,"FORT DAVIS, TX 79734",32043664138,00001,03/09/2011,06/30/2015
FORT DAVIS DRUG STORE AND OLD TEXAS INN,INACTIVE,HWY 17 SOUTH,"FORT DAVIS, TX 79734",32010639147,00002,01/04/1999,09/30/2007
FORT DAVIS DRUGSTORE RESTAURANT AND HOTEL,INACTIVE,111 N STATE ST,"FORT DAVIS, TX 79734",32070523694,00001,06/24/2019,05/01/2022
"FORT DAVIS DRUGSTORE, LLC",INACTIVE,113 STATE ST,"FORT DAVIS, TX 79734",32039792505,00001,09/10/2009,10/31/2009
FORT DAVIS ESTATES,INACTIVE,3 MI S OF FORT DAVIS ON HWY 118,"FORT DAVIS, TX 79734",17424244709,00001,01/01/1987,12/30/1995
FORT DAVIS FEED AND SUPPLY,INACTIVE,HWY 17 N,"FORT DAVIS, TX 79734",32031769535,00001,01/02/1998,09/30/1998
FORT DAVIS FIREARMS,ACTIVE,43335 STATE HIGHWAY 118,"FORT DAVIS, TX 79734",32087368281,00001,05/01/2023,
FORT DAVIS FLOWER & GIFT SHOP,INACTIVE,H HWY 118 AND 17,"FORT DAVIS, TX 79734",32031941910,00001,05/01/1994,04/01/1999
FORT DAVIS FLOWER & GIFT SHOP,INACTIVE,540 N STATE ST,"FORT DAVIS, TX 79734",32005786895,00001,06/15/2002,05/31/2003
FORT DAVIS FLOWER AND GIFT SHOP,INACTIVE,HIGHWAY 118 NORTH,"FORT DAVIS, TX 79734",32005874576,00001,04/01/1999,06/21/2002
FORT DAVIS FLOWER SHOP,INACTIVE,HWY 17/118 N,"FORT DAVIS, TX 79734",32028700675,00001,11/16/1988,03/27/1994
FORT DAVIS INN,INACTIVE,207 COURT STREET,"FORT DAVIS, TX 79734",32027242893,00001,06/01/1983,12/25/1986
FORT DAVIS MERCANTILE,INACTIVE,510 N STATE ST,"FORT DAVIS, TX 79734",32004837285,00007,04/01/2017,06/30/2017
FORT DAVIS MERCANTILE,INACTIVE,400 N STATE ST,"FORT DAVIS, TX 79734",32004837285,00008,07/01/2017,07/01/2018
FORT DAVIS NATIONAL HISTORIC SITE,ACTIVE,BALMORHEA HWY,"FORT DAVIS, TX 79734",18601070495,00001,10/01/1965,
FORT DAVIS OUTFITTERS LLC,INACTIVE,601 CEMETARY RD,"FORT DAVIS, TX 79734",32047335990,00001,03/23/2012,08/01/2022
FORT DAVIS PIZZA & BAKERY,INACTIVE,HWY 17,"FORT DAVIS, TX 79734",32027644809,00001,08/01/1991,11/30/1991
FORT DAVIS PIZZA & BAKERY,INACTIVE,HWY 17,"FORT DAVIS, TX 79734",17523471112,00003,05/13/1991,05/31/1991
FORT DAVIS STABLES,INACTIVE,120 N PAINTED TREES RD,"FORT DAVIS, TX 79734",32040315023,00001,09/05/2009,06/30/2010
FORT DAVIS STABLES,INACTIVE,120 N. PAINTED TREES ROAD,"FORT DAVIS, TX 79734",32036740754,00001,04/15/2008,09/04/2009
FORT DAVIS STATE BANK,INACTIVE,100 S STATE ST,"FORT DAVIS, TX 79734",17406298103,00003,04/01/2003,12/25/2014
FORT DAVIS VETERINARY SERVICES PLLC,ACTIVE,43441 STATE HIGHWAY 17 S,"FORT DAVIS, TX 79734",32066331623,00001,04/01/2018,
FORT DAVIS WOODWORKING,INACTIVE,112 ARABELLA,"FORT DAVIS, TX 79734",32010522541,00001,01/01/2000,12/31/2009
FOSSIL+FOLK LLC,INACTIVE,210 WOODWARD AVE,"FORT DAVIS, TX 79734",32096004109,00001,08/10/2024,03/31/2025
FOUR ANGELS,INACTIVE,HWY 118,"FORT DAVIS, TX 79734",32022947942,00001,06/01/1996,09/30/1996
FRIENDS OF THE JEFF DAVIS COUNTY LIBRARY,INACTIVE,100 MEMORIAL SQ,"FORT DAVIS, TX 79734",32031455465,00001,08/15/2022,03/07/2024
FRONTIER BOOK CO,INACTIVE,ON RANCH DAVIS MTS,"FORT DAVIS, TX 79734",32025540082,00001,12/01/1961,12/25/1986
FRONTIER BURGER,INACTIVE,1300 N STATE ST,"FORT DAVIS, TX 79734",32045445445,00001,12/01/2011,06/30/2012
FRONTIER FOTO,INACTIVE,5 1/2 BLOCKS E OF CO. COURTHOUSE,"FORT DAVIS, TX 79734",32004009661,00001,12/15/2001,05/01/2005
FT DAVIS COMMUNITY COUNTRY STORE,INACTIVE,205 TOMAHAWK,"FORT DAVIS, TX 79734",32010158528,00002,05/01/2002,06/30/2002
FT DAVIS DRUG STORE & OLD TEXAS INN,INACTIVE,113 STATE ST,"FORT DAVIS, TX 79734",32033937734,00001,10/22/2007,10/31/2009
FT DAVIS DRUGSTORE AND OLD TEXAS INN,INACTIVE,THE DRUGSTORE AND OLD TEXAS INN,"FORT DAVIS, TX 79734",17523720609,00001,03/25/1991,12/31/1998
FT DAVIS PHARMACY,INACTIVE,200 MAIN STREET,"FORT DAVIS, TX 79734",32026528243,00005,10/01/1991,01/21/1992
FT DAVIS STABLES,INACTIVE,120 N PAINTED TREE RD,"FORT DAVIS, TX 79734",32027278574,00001,07/06/2010,07/01/2012
FT DAVIS STAMP CO,INACTIVE,DAVIS & 6TH ST,"FORT DAVIS, TX 79734",32028160508,00005,04/01/1983,06/30/1990
FT DAVIS STAMP-A-STAR,INACTIVE,DAVIS AND 6TH STREET,"FORT DAVIS, TX 79734",32028979964,00001,04/01/1990,12/31/1996
FT DAVIS TOOL SHARPENING & REPAIRS,INACTIVE,MAIN ST FOUNTAIN BLEAU RV PARK,"FORT DAVIS, TX 79734",32022564101,00004,02/01/1996,08/31/1996
FT DAVIS TRADING POST,INACTIVE,206 S MUSQUIZ DR,"FORT DAVIS, TX 79734",39000013209,00002,03/01/2002,12/31/2003
FT DAVIS TROPICAL SNO CONCESSIONS,INACTIVE,N HWY 17 INT W/SCENIC LOOP N,"FORT DAVIS, TX 79734",30008048339,00002,05/01/1988,01/01/1992
FT DAVIS TROPICALSNO CONCESSIONS,INACTIVE,N HWY 17 INTERSECTION W/SCENIC LOOP N,"FORT DAVIS, TX 79734",30008048339,00001,06/01/1986,12/31/1987
FT DAVIS VETERINARY SERVICES,INACTIVE,43411 HIGHWAY 17 SOUTH,"FORT DAVIS, TX 79734",17525218685,00003,01/01/2002,03/31/2007
FT DAVIS VETERINARY SERVICES,INACTIVE,HWY 17 SOUTH,"FORT DAVIS, TX 79734",17525218685,00002,06/01/1996,12/31/2001
FT DAVIS VETERINARY SERVICES,INACTIVE,RED BARN RANCH HWY 17SOUTH,"FORT DAVIS, TX 79734",17525218685,00001,11/12/1991,06/01/1996
G AUTOMOTIVE,ACTIVE,101 N STATE ST,"FORT DAVIS, TX 79734",32030379849,00001,01/01/2020,
G P & S SECURITY,INACTIVE,GONZALEZ AVE SE ADDITION END OF STREET,"FORT DAVIS, TX 79734",32032547419,00008,01/01/1990,07/15/1998
GALERIA ESPERANZA,INACTIVE,601 STATE ST,"FT DAVIS, TX 79734",32019706764,00001,03/01/2007,09/29/2007
GARDEN STATE MINI RANCH,ACTIVE,100 OLDS CREEK DR,"FORT DAVIS, TX 79734",32046405984,00001,06/01/2017,
"GARLACK CONSTRUCTION COMPANY, LLC",INACTIVE,800 EAST CEMETERY ROAD,"FORT DAVIS, TX 79734",32038067446,00001,11/01/2008,01/31/2009
GC CREATIONS INC,INACTIVE,5232 OVERLAND TRAIL,"FORT DAVIS, TX 79734",17523987083,00002,01/01/1997,12/25/1999
GISERAM PARTY RENTALS,INACTIVE,203 COMPROMISE ST,"FORT DAVIS, TX 79734",32063247939,00001,04/22/2017,12/31/2018
GLASSCOCK VINEYARDS INC,INACTIVE,124 CANTERBURY HILL,"FORT DAVIS, TX 79734",17418728618,00001,06/30/1977,06/30/1977
GLENN I JACOBS,INACTIVE,HWY 118 NORTH - PRUDE RANCH,"FORT DAVIS, TX 79734",32021315844,00002,05/13/1996,05/13/1996
GLENN JACOBS TSP,INACTIVE,PRUDE RANCH/HWY 118,"FORT DAVIS, TX 79734",32021315844,00001,05/17/1993,05/19/1993
GRANNY'S CLOSET,INACTIVE,PRUDE RANCH,"FORT DAVIS, TX 79734",32009818066,00001,01/01/1988,12/31/2020
GROOMINGDALE'S,INACTIVE,100 FRONT,"FORT DAVIS, TX 79734",32028906843,00001,09/01/1995,12/31/1999
GROUND CONTROL,INACTIVE,1300B N STATE ST,"FORT DAVIS, TX 79734",32046405877,00001,03/01/2012,06/30/2012
GULF OBSERBVATORY STATION,INACTIVE,STATE HIGHWAY #17 PO BOX 783,"FORT DAVIS, TX 79734",17413411665,00001,09/01/1961,03/31/1981
GUNSLINGERS,INACTIVE,HWY 17 1/2 MILE S ELEMENTARY SCHOOL,"FORT DAVIS, TX 79734",32028124728,00001,08/01/1998,10/08/1998
H & H CONCESSIONS,INACTIVE,3RD HOUSE FROM HWY 117 ON GRANT DRIVE,"FORT DAVIS, TX 79734",32022779758,00001,07/01/1995,12/31/2001
H E SPROUL RANCH,INACTIVE,1900 SPROUL ROAD,"FORT DAVIS, TX 79734",32010726456,00002,02/27/2004,06/30/2020
HARVARD HOTEL,ACTIVE,109 N STATE ST,"FORT DAVIS, TX 79734",18303604203,00001,03/24/2008,
HBC HIGGINBOTHAM BARTLETT,INACTIVE,330 E DOUGLAS DRIVE,"FORT DAVIS, TX 79734",32033405336,00014,06/01/2008,03/31/2023
HEADQAUTERS,INACTIVE,111 N STATE ST,"FORT DAVIS, TX 79734",32083974769,00001,11/01/2022,07/01/2023
HEAVENLY SKIES,INACTIVE,603A N STATE ST,"FORT DAVIS, TX 79734",32040610597,00001,01/18/2010,09/20/2010
HEBERT'S CABOOSE ICE CREAM SHOP,INACTIVE,1250B N STATE ST,"FORT DAVIS, TX 79734",32050950651,00001,05/22/2013,04/30/2024
HEBERT'S HEIRLOOMS & RESALE,ACTIVE,1250-B STATE HIGHWAY 118,"FORT DAVIS, TX 79734",32049129813,00001,10/01/2012,
HERMAN ROTHMAN,INACTIVE,5230 KESTER AVE # 1,"FORT DAVIS, TX 79734",32021295988,00001,05/08/1994,05/08/1994
HIGGINBOTHAM-BARLETT BUILDING CENTER,INACTIVE,300 E DOUGLAS DR,"FORT DAVIS, TX 79734",13645086342,00036,11/26/2003,12/31/2004
HIGGINBOTHAM-BARTLETT,INACTIVE,330 E DOUGLAS DR,"FORT DAVIS, TX 79734",17528312295,00100,02/01/2008,05/31/2008
HIGGINBOTHAM-BARTLETT,INACTIVE,300 E DOUGLAS DR,"FORT DAVIS, TX 79734",17528312295,00092,01/01/2005,05/31/2008
HIGH COUNTRY ELECTRIC,INACTIVE,400 E CAVALRY RD,"FORT DAVIS, TX 79734",32008919915,00001,04/01/2002,12/25/2004
HIGH COUNTRY HOME & GARDEN,INACTIVE,HIGHWAY 17 NORTH,"FORT DAVIS, TX 79734",17527274546,00001,07/01/2000,09/30/2004
HIGH COUNTRY NURSERY,INACTIVE,HWY 17 NORTH,"FORT DAVIS, TX 79734",32029348110,00001,10/01/1981,06/30/2000
HIGH DESERT CONSTRUCTION L.L.P.,INACTIVE,424 SOUTH GRANADO,"FORT DAVIS, TX 79734",13523394099,00001,06/16/2008,09/30/2009
HIGH DESERT CONSTRUCTION LLC,INACTIVE,424 GRANADO DR,"FORT DAVIS, TX 79734",32040472972,00001,10/01/2009,03/31/2014
HIGH DESERT ENTERPRISES,INACTIVE,311 HIGH LONESOME TRAIL DAVIS MTN RESORT,"FORT DAVIS, TX 79734",32031692513,00001,04/01/1998,12/31/1998
HIGH DESERT PUBLISHING COMPANY,INACTIVE,601 NORTH MILITARY DRIVE,"FORT DAVIS, TX 79734",32010085689,00003,11/01/2011,12/31/2015
HIGH DESERT SPAS,INACTIVE,205 TOMAHAWK TRL LOT E,"FORT DAVIS, TX 79734",32026441298,00001,08/01/2011,06/30/2012
HIGH FRONTIER,ACTIVE,1164 HIGH FRONTIER RD,"FORT DAVIS, TX 79734",32079365642,00001,06/01/2022,
HIGH LONESOME OPTICS,INACTIVE,NW OF HWY 166 IN DAVIS MOUNTAINS,"FORT DAVIS, TX 79734",30115261957,00001,03/01/1992,01/01/2000
HIGHLAND CONCRETE CO,INACTIVE,5 MILES N HWY 17 FROM X OF HWYS 17/118,"FORT DAVIS, TX 79734",17421341078,00008,06/01/1990,06/28/1991
HIGHLAND CONCRETE COMPANY,INACTIVE,1/2 MI N HWY 17 INT W/HWY 17 AND HWY 118,"FORT DAVIS, TX 79734",17421341078,00006,09/01/1986,07/31/1988
HIGHLAND HEREFORD CAFE,INACTIVE,105 E MUSQUIZ,"FORT DAVIS, TX 79734",32081721923,00001,02/01/2022,09/30/2023
HOME,INACTIVE,107 TEJANO CANYON DR,"FORT DAVIS, TX 79734",32015940649,00004,01/01/2021,12/31/2024
HONEY BUCKER SERVICES,INACTIVE,217 SGT GONZALES,"FORT DAVIS, TX 79734",32053034818,00001,01/01/2014,12/25/2021
HONEY BUCKET,INACTIVE,HC 74 BOX 25,"FORT DAVIS, TX 79734",32007179081,00001,10/27/1999,09/17/2013
HONEYCOMB VARIETY & VIDEO,INACTIVE,DAVIS AND SIXTH ST,"FORT DAVIS, TX 79734",32010359431,00001,02/01/1995,12/31/1996
HONEYCOMB VARIETY & VIDEO STORE,INACTIVE,301 DAVIS ST,"FORT DAVIS, TX 79734",32010359431,00002,07/01/1998,
HOTEL LIMPIA,INACTIVE,MAIN ST ON THE SQUARE,"FORT DAVIS, TX 79734",32021314243,00002,01/01/1991,06/30/1991
HOTEL LIMPIA,INACTIVE,101 MEMORIAL SQUARE,"FORT DAVIS, TX 79734",17526733955,00009,10/13/2011,04/30/2017
HOTEL LIMPIA DINING ROOM,INACTIVE,HWY 118 MAIN ST,"FORT DAVIS, TX 79734",32004421056,00001,03/08/2002,01/31/2005
HOUSEKEEPER,INACTIVE,220 PAISANO ACKLEY,"FORT DAVIS, TX 79734",32006680469,00004,04/02/2023,12/31/2023
HWY 118 CAFE,INACTIVE,HWY 118 SOUTH,"FORT DAVIS, TX 79734",32008389796,00001,10/09/1992,09/30/1998
I SEE ICE,INACTIVE,301 BLACKBEAR DR,"FORT DAVIS, TX 79734",32049224705,00002,07/01/2016,09/30/2016
ICUFOS,INACTIVE,103 COMANCHE TRL,"FORT DAVIS, TX 79734",32046151356,00001,01/01/2012,12/25/2018
INDIAN EMILY CAFE,INACTIVE,HWY 118 AND CEMETARY RD,"FORT DAVIS, TX 79734",32005194488,00002,10/02/1995,12/31/1999
INDIAN LODGE,ACTIVE,16453 PARK ROAD 3,"FORT DAVIS, TX 79734",17416803728,00040,01/01/2004,
INDUSTRIAL TELEPHONE,INACTIVE,APACHE PINES DIV #7,"FORT DAVIS, TX 79734",32009831069,00001,01/01/1996,06/30/2005
INSECTS INTERNATIONAL,INACTIVE,607 E TOMAHAWK TRL,"FORT DAVIS, TX 79734",32019706756,00001,01/01/2006,12/31/2008
IRONWOOD METAL DESIGN,INACTIVE,COMMACHE CREST,"FORT DAVIS, TX 79734",32006339140,00002,12/18/1995,12/31/2000
J AND B SNOCONES AND TREASURES,INACTIVE,1101 BLACKFOOT,"FORT DAVIS, TX 79734",32011248575,00001,04/20/2003,06/30/2003
J FLOWERS & MORE,INACTIVE,121 SGT GONZALES,"FORT DAVIS, TX 79734",32059300254,00001,02/01/2016,12/25/2017
J M T I,INACTIVE,HWY 17 1/2 MILE NORTH OF COURT HOUSE,"FORT DAVIS, TX 79734",32008652987,00001,10/15/1999,12/31/2000
J M T I,INACTIVE,501 BULLSNAKE LN,"FORT DAVIS, TX 79734",32008652987,00002,01/01/2001,12/25/2009
J R SMITH FINE ART,INACTIVE,108 1/2 DAVIS ST,"FORT DAVIS, TX 79734",32015263968,00002,01/01/2007,12/31/2010
J W EVANS EQUIPMENT INC,INACTIVE,S 118 3 M OUT OF FT DAVIS TOWARDS ALPINE,"FORT DAVIS, TX 79734",17424218307,00001,01/01/1987,08/31/1993
JACK RABBIT FEVER,INACTIVE,502 N STATE ST,"FORT DAVIS, TX 79734",32064114807,00001,07/01/2017,06/30/2018
JACQUELINE R ELLINGSEN,INACTIVE,HIGH COUNTRY HOME & GARDEN,"FORT DAVIS, TX 79734",32022472719,00001,11/01/2001,11/30/2001
JADA ENTERPRISES,INACTIVE,HWY 118 N,"FORT DAVIS, TX 79734",32023348959,00001,04/01/1991,12/31/1991
JAG WERKS,INACTIVE,ALAMO & 2ND AVE,"FORT DAVIS, TX 79734",17527674661,00001,06/01/1998,12/31/1998
JAGGER PHOTOGRAPHY,INACTIVE,1ST DIRT RD MARFA HWY,"FORT DAVIS, TX 79734",32008070073,00004,01/01/1991,12/31/1992
JAMES L SULLIVAN,INACTIVE,206 CIRCLE C DRIVE,"FORT DAVIS, TX 79734",32014391893,00007,01/01/2004,12/24/2004
JARRAT SEPTIC AND DRAIN,INACTIVE,470 E DOUGLAS DR,"FORT DAVIS, TX 79734",32052748392,00001,07/01/2015,03/31/2022
JARRATT BUILDING SUPPLY,INACTIVE,101 DOUGLAS DR,"FORT DAVIS, TX 79734",17525226795,00001,02/01/1994,04/01/2001
JARRATT BUILDING SUPPLY,INACTIVE,330 E DOUGLAS DR,"FORT DAVIS, TX 79734",17529286027,00001,04/01/2001,01/01/2004
"JARRATT DIRT WORK AND PAVING, INC.",ACTIVE,1147 DOUGLAS DR,"FORT DAVIS, TX 79734",17527300879,00001,02/09/1998,
JAVELINAS AND HOLLYHOCKS,INACTIVE,107 N STATE ST,"FORT DAVIS, TX 79734",17526733955,00012,09/01/2014,04/30/2017
JAVELINAS AND HOLLYHOCKS,ACTIVE,107 N STATE ST,"FORT DAVIS, TX 79734",32062206548,00004,04/01/2017,
JAVELINAS AND HOLLYHOCKS,ACTIVE,107 N STATE ST,"FORT DAVIS, TX 79734",32070523694,00002,01/24/2022,
JAVELINAS AND HOLLYHOCKS,INACTIVE,108 N STATE ST,"FORT DAVIS, TX 79734",17526733955,00008,10/13/2011,08/31/2014
JEE'S GIFTS,INACTIVE,100 EVERETT RANCH RD,"FORT DAVIS, TX 79734",32008680517,00005,01/01/2013,12/31/2022
JEFF DAVIS COUNTY HUMANE SOCIETY,ACTIVE,510 STATE STREET HWY 17,"FORT DAVIS, TX 79734",18205861745,00001,01/06/2004,
JERRY FALKNER,ACTIVE,701 RATTLESNAKE LN,"FORT DAVIS, TX 79734",32011652495,00001,06/12/2003,
JESSI'S CAFE,INACTIVE,118 E CEMETARY RD,"FORT DAVIS, TX 79734",32030720588,00001,10/01/1995,10/01/1995
"JIM GILMORE DIESEL SERVICE, LLC",ACTIVE,830 SPROUL RD STE 2168,"FORT DAVIS, TX 79734",32045399162,00002,01/02/2024,
JIM HARRELL-RANCH PAINTERS,INACTIVE,#10 FRONT STREET,"FORT DAVIS, TX 79734",32009337133,00001,01/30/2001,12/31/2004
JJ'S KNIF & BLADE SHARPNING,INACTIVE,733 S FRONT ST,"FORT DAVIS, TX 79734",32052942177,00001,02/01/2014,06/01/2014
JOE WILLIAMS,INACTIVE,HWY 17 17 MI N OF FORT DAVIS,"FORT DAVIS, TX 79734",32007340436,00002,07/01/1996,12/25/2004
JOE'S BOOKS,INACTIVE,209-C STATE ST,"FORT DAVIS, TX 79734",32014298130,00003,01/01/2005,07/22/2005
JOE'S BOOKS/FT DAVIS BOOK CO,INACTIVE,302 STATE HYW 17 SOUTH,"FORT DAVIS, TX 79734",32014298130,00004,07/22/2005,12/31/2006
JON'S CABOOSE ICE CREAM SHOP AND MORE,INACTIVE,1250C N STATE ST,"FORT DAVIS, TX 79734",32091651573,00001,10/01/2023,08/31/2025
JUST BECAUSE...GIFT BASKETS & MORE,INACTIVE,601 NORTH STREET,"FORT DAVIS, TX 79734",32030720588,00002,03/01/2013,06/12/2015
KB'S BAR-B-Q,INACTIVE,100 N MAIN ST,"FORT DAVIS, TX 79734",32030138633,00001,11/04/2000,03/31/2002
KB'S BAR-B-QUE,INACTIVE,407 STATE HWY 118,"FORT DAVIS, TX 79734",32018458912,00001,11/01/2005,09/30/2007
KC'S COUNTRY KITCHEN,INACTIVE,HWY 17 AND CEMETERY RD,"FORT DAVIS, TX 79734",32029350199,00001,03/07/1994,10/28/1994
KCHISOS ENTERPRISES,INACTIVE,13 OLDS CREEK DR,"FORT DAVIS, TX 79734",32006515228,00002,04/01/2000,09/15/2000
KEVIN VALENTINE,ACTIVE,105 BOURASSA TRL,"FORT DAVIS, TX 79734",32101496498,00001,08/06/2025,
