Business Name,Status,Address,City/State/Zip,Taxpayer ID,Location #,Permit Begin,Permit End
CASTILLO'S LAWN & IRRIGATION,INACTIVE,2301 BROADMOOR DR APT 223,"BRYAN, TX 77802",32008340468,00001,01/01/2000,09/30/2000
CASTILLO'S LAWN & IRRIGATION,INACTIVE,4404 WINCHESTER DR,"BRYAN, TX 77802",32008340468,00003,07/01/2001,09/30/2011
"CASTILLO'S LAWN AND IRRIGATION, LLC",INACTIVE,4404 WINCHESTER DR,"BRYAN, TX 77802",32044731811,00001,09/01/2011,10/31/2015
CASTLE MENDERS,INACTIVE,4104 MEADOWBROOK DR,"BRYAN, TX 77802",32008403589,00002,01/01/2007,12/31/2008
CASTORIA PLUMBING & HEATING CO,INACTIVE,2319 WINDSOR DR,"BRYAN, TX 77802",32008683776,00001,01/01/1988,12/31/2013
CAT SERVICES,INACTIVE,603A CACHE COVE,"BRYAN, TX 77802",32029412841,00002,01/01/1990,01/01/1990
CATCH-A-GLIMPSE DESIGNS,INACTIVE,2509 TWISTED OAKS DR,"BRYAN, TX 77802",30115352749,00001,09/17/1992,12/31/1993
CATCH-ALL TACKLE,INACTIVE,2301 BROADMOOR DR,"BRYAN, TX 77802",32005877371,00003,01/01/1995,12/31/2008
CATERING BY MARK,INACTIVE,3531A MIDWEST DR,"BRYAN, TX 77802",32012343425,00001,09/18/2003,03/31/2009
CATES CLOSET,ACTIVE,4775 CONCORDIA DR,"BRYAN, TX 77802",32098315578,00001,03/26/2025,
CATES MASONARY SUPPLY,INACTIVE,706 EDGEMORE,"BRYAN, TX 77802",32029574913,00001,09/22/1993,12/15/1994
CATHERINE LESTER,INACTIVE,3700 ELLIOTT ST # A,"BRYAN, TX 77802",32029337295,00001,04/07/1994,12/26/1995
CATHOLIC BOOKS & GIFTS,INACTIVE,4413 S TEXAS AVE,"BRYAN, TX 77802",32007585428,00005,10/01/2000,10/31/2002
CATHY NASH INTERIORS,INACTIVE,2402 BROADMOOR DR STE D1-101,"BRYAN, TX 77802",32007947545,00002,08/30/2001,12/31/2007
CATTLESOFT INC,INACTIVE,2300 BROADMOOR DR APT 37,"BRYAN, TX 77802",17429653102,00002,09/01/2000,06/30/2002
CATWALK SALON,ACTIVE,1877 BRIARCREST DR,"BRYAN, TX 77802",32039146942,00001,07/20/2009,
CAULDER'S ANGELS,INACTIVE,810 N ROSEMARY DR,"BRYAN, TX 77802",32028337775,00001,08/28/1995,01/01/1996
CAVITT STREET GRILL,INACTIVE,2305A CAVITT ST,"BRYAN, TX 77802",32022623642,00002,07/01/1988,07/01/1993
CB DISCOUNT SALES,INACTIVE,1003 WINDOWMERE,"BRYAN, TX 77802",32005141968,00002,05/17/1976,03/31/1977
"CBRE, INC.",INACTIVE,1716 BRIARCREST DR,"BRYAN, TX 77802",19527431746,00065,11/01/2008,12/31/2015
CCA OF BRAZOS VALLEY,INACTIVE,3232 BRIARCREST DR,"BRYAN, TX 77802",17419844828,00014,03/09/2006,03/09/2006
CCA OF BRAZOS VALLEY,INACTIVE,3232 BRIARCREST DR,"BRYAN, TX 77802",17419844828,00014,04/13/2007,04/13/2007
CDJ CAREER APPAREL LLC,ACTIVE,4001 E 29TH ST STE 103,"BRYAN, TX 77802",18707407716,00001,03/01/2005,
CECILE LOUDAT,INACTIVE,4740 BROMPTON LN,"BRYAN, TX 77802",32026000490,00001,10/01/1999,08/31/2001
"CEESMART, L.L.C.",ACTIVE,801 DELLWOOD ST STE 100 C/O 231,"BRYAN, TX 77802",32048502150,00003,12/01/2021,
CEILING MASTER,INACTIVE,720 LAZY LN,"BRYAN, TX 77802",32021601268,00002,01/01/1996,09/30/1997
CELEBRATIONS BY DANIELLE,INACTIVE,4306 GREEN VALLEY DR,"BRYAN, TX 77802",32031714630,00001,11/01/1996,12/31/1996
CELEBRATIONS!,INACTIVE,4102 TANGLEWOOD DR,"BRYAN, TX 77802",32031413860,00002,05/01/1992,12/31/1998
CELERITY INC,INACTIVE,3705 E 29TH ST,"BRYAN, TX 77802",17422189476,00004,08/19/1993,12/01/1993
CELERITY INC,INACTIVE,1910 GREENFIELD PLAZA,"BRYAN, TX 77802",17422189476,00002,11/01/1988,12/31/1992
CELL NATION HOUSTON 1,ACTIVE,3610 E 29TH ST,"BRYAN, TX 77802",32051625393,00002,10/01/2013,
CELL NET,INACTIVE,726 E VILLA MARIA RD,"BRYAN, TX 77802",10206694894,00002,11/10/2003,08/01/2004
"CELLULAR SALES OF TEXAS, LLC",ACTIVE,3210 S TEXAS AVE,"BRYAN, TX 77802",12042180526,00053,11/01/2010,
CEN-TEX AUCTIONEERING SERVICE,INACTIVE,3604-A ELLIOTT,"BRYAN, TX 77802",32005646545,00005,07/30/1990,09/30/1991
CEN-TEX FIRE AND SAFETY,INACTIVE,206 GORDON,"BRYAN, TX 77802",30005244121,00001,11/01/1980,12/31/1980
CENTENNIAL ARTS CORPORATION,ACTIVE,1716 BRIARCREST DR STE 300,"BRYAN, TX 77802",32045087056,00001,01/01/2012,
CENTER STAGE PRODUCTIONS,INACTIVE,1673 BRIARCREST DR STE A105,"BRYAN, TX 77802",32042334873,00001,08/01/2010,12/31/2018
CENTER STAGE PRODUCTIONS,INACTIVE,1673 BRIARCREST DR STE A105,"BRYAN, TX 77802",12601229920,00001,05/03/2005,07/31/2010
CENTRAL CYCLE & SUPPLY,INACTIVE,3505 E 29TH ST,"BRYAN, TX 77802",17417299579,00001,01/01/1973,09/30/1989
CENTRAL GLASS & MIRRORS,INACTIVE,678 MARINO RD,"BRYAN, TX 77802",32025868749,00003,04/01/1992,12/31/1992
CENTRAL TEXAS AIR COND COMPANY,INACTIVE,1910 GREENFIELD PLAZA,"BRYAN, TX 77802",17414737407,00001,09/01/1963,12/31/1987
CENTRAL TEXAS AIR CONDITIONING SER,INACTIVE,1910 GREENFIELD PLAZA,"BRYAN, TX 77802",17416794067,00001,03/01/1971,03/31/1991
CENTRAL TEXAS AIR-CONDITIONING SERVICE,INACTIVE,1910A GREENFIELD PLZ,"BRYAN, TX 77802",17416794067,00003,04/01/1993,03/01/2020
CENTRAL TEXAS ARCHITECTURAL COMPONENTS,INACTIVE,700 FINFEATHER,"BRYAN, TX 77802",30114360149,00001,08/01/1991,04/01/1994
CENTRAL TEXAS COMMERCIAL CONSTRUCTION,INACTIVE,801 DELLWOOD ST STE 100,"BRYAN, TX 77802",32056207866,00001,03/01/2015,12/31/2023
CENTRAL TEXAS COMMERCIAL CONSTRUCTION LLC,INACTIVE,801 DELLWOOD ST STE 100,"BRYAN, TX 77802",32064302436,00001,01/01/2016,03/31/2016
"CENTRAL TEXAS ENDOSCOPY CENTER, LLC",ACTIVE,2206 E VILLA MARIA RD,"BRYAN, TX 77802",32038587898,00001,01/01/2009,
CENTRAL TEXAS HARDWARE INC,INACTIVE,2502 RIVER FOREST DR,"BRYAN, TX 77802",17418677435,00004,10/01/1987,12/31/1995
CENTRAL TEXAS HEART CENTER,INACTIVE,2801 3 29TH ST #113,"BRYAN, TX 77802",17425428582,00001,01/01/1987,12/31/1991
CENTRAL TEXAS HEART CENTER PLLC,INACTIVE,2700 E 29TH ST STE 220,"BRYAN, TX 77802",17425428582,00002,09/01/2015,12/30/2016
"CENTRAL TEXAS ORTHOTICS & PROSTHETICS, LP",ACTIVE,2112 E VILLA MARIA RD,"BRYAN, TX 77802",17429782232,00002,10/01/2010,
CENTRAL TEXAS SERVICES INC,INACTIVE,3723 E 29TH ST STE 101,"BRYAN, TX 77802",17427139724,00001,07/15/1994,12/31/1996
CENTRAL TEXAS TOWNCRAFT,INACTIVE,3902 OLD OAKS DR,"BRYAN, TX 77802",32007345633,00008,04/01/1988,08/31/1991
CENTURION TELEPHONE SYSTEMS INC,INACTIVE,3131 BRIARCREST STE 103,"BRYAN, TX 77802",17422767818,00005,08/15/1983,07/31/1984
CENTURION TELEPHONE SYSTEMS INC,INACTIVE,1809 NORTHEAST BYPASS,"BRYAN, TX 77802",17422767818,00001,05/17/1983,08/14/1983
CENTURY BOOK STORE,INACTIVE,VILLA MARIA RD MANOR E SHPG CTR,"BRYAN, TX 77802",17509244780,00006,12/09/1971,06/30/1974
CENTURY BOOKSTORE #3,INACTIVE,VILLA MARIA RD MANOR SHOP CTR,"BRYAN, TX 77802",17513988992,00007,07/01/1974,12/31/1975
CERAMICS & THINGS,INACTIVE,3535 PLAINSMAN - A-1,"BRYAN, TX 77802",32026496219,00001,04/01/1986,12/31/1988
CERAMICS BY SHARON,INACTIVE,603 AVONDALE,"BRYAN, TX 77802",32022115730,00001,04/02/1982,05/15/1983
CESSNA LANDSCAPING & IRRIGATION,INACTIVE,4109 WARWICK LN,"BRYAN, TX 77802",32014547270,00001,04/01/2004,02/07/2007
CG FROGS,INACTIVE,1308 BRISTOL ST,"BRYAN, TX 77802",32095023282,00001,05/18/2024,09/30/2024
CHAMOFROG,INACTIVE,1114 EDGEWOOD DR,"BRYAN, TX 77802",32069420373,00001,02/16/2019,12/31/2024
CHAMPION CONSTRUCTION & WELDING,INACTIVE,2812 VILLAGE DR,"BRYAN, TX 77802",32009819791,00001,08/05/1998,12/25/2013
CHAMPION INNOVATIONS INC,INACTIVE,2601 S TEXAS AVE,"BRYAN, TX 77802",12002440084,00001,04/01/2004,12/31/2005
CHAMPION MARKETING SOLUTIONS,INACTIVE,1716 BRIARCREST DR FL 3,"BRYAN, TX 77802",32083288632,00001,03/03/2022,
CHAO YAN INC,ACTIVE,725 E VILLA MARIA RD,"BRYAN, TX 77802",32058959258,00001,01/01/2016,
CHAPMAN SUPPLIERS,INACTIVE,3605 OAKHILL,"BRYAN, TX 77802",32024174743,00001,02/13/1991,01/05/1992
CHAPMAN'S PAINT & WALLPAPER CO,INACTIVE,1700 VILLA MARIA,"BRYAN, TX 77802",32004907856,00002,01/01/1973,11/30/1975
CHAPMAN'S PAINT COMPANY,INACTIVE,1700 E VILLA MARIA RD,"BRYAN, TX 77802",32047693935,00001,07/01/2012,08/30/2020
CHAPMAN'S PAINT COMPANY,INACTIVE,1700 E VILLA MARIA RD,"BRYAN, TX 77802",17409148735,00003,07/02/2001,08/01/2024
CHAPMANS PAINT & WALLPAPPER CO,INACTIVE,1700 E VILLA MARIA RD,"BRYAN, TX 77802",17418970491,00001,01/01/1977,06/30/2001
CHARIS COMPUTER SERVICES,INACTIVE,108 N BREWER DR,"BRYAN, TX 77802",32010685165,00003,11/01/2005,12/31/2009
CHARIS CREATIONS,INACTIVE,INT FM 1179 AT OLD RELIANCE CHURCH RD,"BRYAN, TX 77802",30115352624,00001,08/20/1992,01/01/1994
"CHARLES & SUE'S SCHOOL OF HAIR DESIGN, INC.",ACTIVE,1711 BRIARCREST DR,"BRYAN, TX 77802",17419292416,00002,07/01/1979,
CHARLES BRADBURY,INACTIVE,3780 COPPERFIELD DR,"BRYAN, TX 77802",32043238065,00001,01/01/2010,12/31/2016
"CHARLES K. PEIRCE, M.D.",INACTIVE,3201 UNIVERSITY DR E STE 370,"BRYAN, TX 77802",17427807106,00001,06/30/2005,06/30/2005
CHARLES MOREAU ENTERPRISES,INACTIVE,2402 BROADMOOR DR # 105,"BRYAN, TX 77802",32006709235,00001,12/15/1995,02/28/1999
CHARLES V DRODDY PE,INACTIVE,3603 OLD OAKS DR,"BRYAN, TX 77802",32042898240,00001,11/01/2010,12/31/2011
CHARLES V MANCUSO,INACTIVE,2106 MALONEY,"BRYAN, TX 77802",32029744797,00001,05/01/1991,06/30/1995
CHARLES WATSON LANDSCAPE SERVICES,INACTIVE,1120 TERRACE DR,"BRYAN, TX 77802",32023553095,00001,04/01/1994,06/30/1994
CHARLIE PAYNE INSURANCE ADJUSTER,INACTIVE,TREEBROOK LN,"BRYAN, TX 77802",32032222559,00001,04/01/1992,09/30/1992
CHARLIE'S BOOTS,INACTIVE,2920 #C EAST BYPASS,"BRYAN, TX 77802",30009498806,00001,10/01/1985,01/31/1987
CHARLOTTE L PADDACK,INACTIVE,900 S GORDON ST,"BRYAN, TX 77802",32007579777,00002,03/05/2008,06/30/2008
CHARLOTTE PADDACK,INACTIVE,2601 BARAK LN,"BRYAN, TX 77802",32007579777,00003,07/01/2008,09/30/2008
CHARLOTTE PRICE,INACTIVE,704 N ROSEMARY DR,"BRYAN, TX 77802",32024128186,00002,01/01/1994,01/01/1998
CHARTONE INC,INACTIVE,2801 FRANCISCAN DR,"BRYAN, TX 77802",19433606910,00070,09/01/2004,11/30/2009
CHASE ENTERPRISES,ACTIVE,4714 WESTMINSTER DR,"BRYAN, TX 77802",32007734687,00004,09/01/2017,
CHASE ENTERPRISES,INACTIVE,4714 WESTMINSTER DR,"BRYAN, TX 77802",32007734687,00003,11/01/1995,12/25/2009
CHASE ENTERPRISES,INACTIVE,5545 SOMERFORD,"BRYAN, TX 77802",32007734687,00001,08/09/1991,12/31/1994
CHASING THE STARS,INACTIVE,4102 TANGLEWOOD DR,"BRYAN, TX 77802",32031413860,00003,09/08/2011,12/25/2013
CHECK WORTHY INC,INACTIVE,1911 TEXAS AVENUE,"BRYAN, TX 77802",17422991020,00001,04/01/1985,12/31/1986
CHECKPOINT CLOTHING LLC,INACTIVE,2106 BARAK LN,"BRYAN, TX 77802",18002551184,00001,04/03/2009,06/30/2010
CHEER GEAR,INACTIVE,3702 OLD OAKS DR,"BRYAN, TX 77802",32004311281,00001,04/01/2002,09/30/2004
CHEF CAO'S,INACTIVE,3105 S TEXAS AVE # 500,"BRYAN, TX 77802",12003895864,00003,01/15/2006,01/01/2012
CHEF CAO'S CHINESE RESTAURANT,INACTIVE,3105 S TEXAS AVE STE 500,"BRYAN, TX 77802",32060435925,00001,05/14/2016,03/31/2017
CHEF CAO'S CHINESE RESTAURANT II,INACTIVE,3105 S TEXAS AVE STE 500,"BRYAN, TX 77802",32046337187,00001,01/01/2012,05/01/2016
CHELSEA KRUCIAK,INACTIVE,3780 COPPERFIELD DR APT 1125,"BRYAN, TX 77802",32064775870,00001,10/16/2017,01/01/2018
CHEM-DRY OF BRAZOS COUNTY,INACTIVE,710 E VILLA MARIA RD,"BRYAN, TX 77802",32008669270,00001,04/01/1991,08/31/2002
CHERISHED IMAGES,INACTIVE,2122 KAZMEIER PLZ,"BRYAN, TX 77802",32020088756,00001,07/01/2006,12/31/2006
CHEROKEE CUSTOM LEATHER CRAFT,INACTIVE,3601 TANGLEWOOD,"BRYAN, TX 77802",32030856630,00001,08/29/1985,03/31/1988
CHERRY WINKLE MOORE,INACTIVE,2102 QUAIL HOLLOW DR,"BRYAN, TX 77802",32012947811,00002,01/01/2004,12/25/2010
CHERYL GUYER,INACTIVE,2300 BROADMOOR DR APT 99,"BRYAN, TX 77802",32022006624,00001,10/10/1994,12/31/1995
CHIC CHOCOLATES LLC,INACTIVE,3608 E 29TH ST STE 111,"BRYAN, TX 77802",32038324482,00002,11/11/2008,06/30/2009
CHIC-FIL-A AT BRYAN,INACTIVE,2210 BRIARCREST DR,"BRYAN, TX 77802",32004531789,00002,10/01/1996,12/31/2014
CHICK-FIL-A AT BRYAN FSR,INACTIVE,2210 BRIARCREST DR,"BRYAN, TX 77802",15809415829,00316,06/01/2018,11/30/2018
CHICK-FIL-A AT BRYAN FSU,INACTIVE,2210 BRIARCREST DR,"BRYAN, TX 77802",32055162252,00001,01/01/2015,05/31/2018
CHICKS,INACTIVE,600 N EARL RUDDER FWY,"BRYAN, TX 77802",32048390101,00001,02/15/2013,03/30/2014
CHIKIS ROPA USADA,INACTIVE,818 E VILLA MARIA RD,"BRYAN, TX 77802",32041811558,00001,05/17/2010,03/31/2011
CHILDBLOOM GUITAR PROGRAM I,INACTIVE,5700 CHELSEA CIR,"BRYAN, TX 77802",32031380275,00001,10/27/1997,12/31/2000
CHILDREN'S RESALE WEARHOUSE,INACTIVE,3803 S TEXAS AT BRODMOOR,"BRYAN, TX 77802",32031241071,00001,08/01/1987,12/31/1988
CHILL OUT SNO CONES,INACTIVE,1409 S TEXAS AVE,"BRYAN, TX 77802",32006959590,00003,07/01/1995,12/31/1996
CHILL OUT SNOW CONES,INACTIVE,1409 S TEXAS AVE,"BRYAN, TX 77802",32006959590,00006,05/25/1997,06/30/1998
"CHILLY WILLY'S HAWAIIAN ICE, LLC",INACTIVE,2604 MELBA CIR,"BRYAN, TX 77802",32060833897,00003,07/01/2017,12/31/2017
CHILTON ACCOUNTS RECEIVABLE MGMT,INACTIVE,3130 E 29TH ST STE A-155,"BRYAN, TX 77802",17512786991,00059,01/01/1988,06/20/1989
CHINA GARDEN,INACTIVE,2901 S TEXAS AVE,"BRYAN, TX 77802",17427384965,00001,04/01/1995,09/16/2004
CHINA GARDEN,INACTIVE,2901 S TEXAS AVE,"BRYAN, TX 77802",32029047274,00002,04/01/1991,03/21/1995
CHINA HUT,INACTIVE,MANOR EAST MALL,"BRYAN, TX 77802",32032403910,00004,12/01/1985,12/31/1985
CHINA HUT,INACTIVE,803 S MAIN,"BRYAN, TX 77802",32032403910,00003,12/01/1985,12/31/1985
CHINA LIGHT RESTAURANT,INACTIVE,1673 BRIARCREST DR # 108,"BRYAN, TX 77802",32028209321,00004,06/01/1993,04/30/1997
CHINA WOK EXPRESS,INACTIVE,612 E VILLA MARIA RD,"BRYAN, TX 77802",32044598467,00001,07/12/2011,12/31/2019
CHINA WOK EXPRESS INC,INACTIVE,612 E VILLA MARIA RD,"BRYAN, TX 77802",17606444234,00001,08/01/2000,12/31/2006
CHINOWORLD CORP,INACTIVE,3609B CHOCTAW ST,"BRYAN, TX 77802",17426885152,00001,11/24/1993,12/31/1995
CHOICE HOME CARE,INACTIVE,3201 UNIVERSITY DR E STE 365,"BRYAN, TX 77802",17427657295,00001,08/25/2002,06/30/2008
CHOICE HOME CARE,INACTIVE,3201 UNIVERSITY DR E STE 475,"BRYAN, TX 77802",17427657295,00002,07/01/2008,06/30/2010
CHOICEPOINT SERVICES INC,INACTIVE,4103 S TEXAS AVE STE 205,"BRYAN, TX 77802",15812761680,00042,10/01/1987,12/31/1998
CHP ISLE AT WATERCREST-BRYAN TX TENANT CORP,INACTIVE,4901 EASTCHESTER DR,"BRYAN, TX 77802",32052209692,00001,10/01/2014,10/01/2014
CHP ISLE AT WATERCREST-BRYAN TX TENANT CORP,INACTIVE,4901 EASTCHESTER DR,"BRYAN, TX 77802",32052209692,00001,01/01/2015,01/01/2015
CHP ISLE AT WATERCREST-BRYAN TX TENANT CORP,INACTIVE,4901 EASTCHESTER DR,"BRYAN, TX 77802",32052209692,00001,04/01/2015,04/01/2015
CHP ISLE AT WATERCREST-BRYAN TX TENANT CORP,INACTIVE,4901 EASTCHESTER DR,"BRYAN, TX 77802",32052209692,00001,07/01/2015,07/01/2015
CHP ISLE AT WATERCREST-BRYAN TX TENANT CORP,INACTIVE,4901 EASTCHESTER DR,"BRYAN, TX 77802",32052209692,00001,10/01/2015,10/01/2015
CHP ISLE AT WATERCREST-BRYAN TX TENANT CORP,ACTIVE,4901 EASTCHESTER DR,"BRYAN, TX 77802",32052209692,00001,12/31/2015,
CHRIS ACCESORIES,INACTIVE,2514 PECAN RIDGE DR,"BRYAN, TX 77802",32041742472,00001,07/01/2010,12/25/2011
CHRISCRAFT,INACTIVE,3511 OAK HOLLOW DR,"BRYAN, TX 77802",32007159042,00001,07/15/2002,06/25/2008
CHRISTENSEN'S CREATIONS,INACTIVE,733 EAGLE PASS ST,"BRYAN, TX 77802",32009904916,00001,05/18/1994,09/30/2014
CHRISTIAN AWARDS OF AMERICA,ACTIVE,3705 HOLLY DR,"BRYAN, TX 77802",32055063302,00001,11/22/2022,
CHRISTIAN BROTHERS REAL ESTATE,INACTIVE,1716 BRIARCREST DR FL 3,"BRYAN, TX 77802",32070294783,00001,04/08/2019,12/31/2019
CHRISTIAN HEARTS PUBLISHING,INACTIVE,2612A PECAN RIDGE DR,"BRYAN, TX 77802",32018559685,00005,04/03/2009,12/25/2012
CHRISTINA LOFTS,INACTIVE,801 DELLWOOD ST STE 221,"BRYAN, TX 77802",32038729409,00001,04/01/2009,06/30/2010
CHRISTINE AMIS,INACTIVE,3500 S TEXAS AVE,"BRYAN, TX 77802",32025895908,00001,07/05/1996,07/05/1996
CHRISTINE'S CAKE CREATION-DECORATING & SUPPLIES,INACTIVE,4106 STILLMEADOW,"BRYAN, TX 77802",30115353903,00001,04/01/1993,12/31/1993
CHRISTOPHER DESIGNS,INACTIVE,3708 E 29TH ST # 216,"BRYAN, TX 77802",32006218997,00005,01/01/2014,12/25/2018
CHRISTOPHER DESIGNS,INACTIVE,3725 E 29TH,"BRYAN, TX 77802",32006218997,00002,01/01/1984,07/31/1988
CHRISTOPHER DESIGNS,INACTIVE,2365 W BRIARGATE DR,"BRYAN, TX 77802",32006218997,00001,05/11/1981,04/01/1992
CHRISTOPHER HOAK,INACTIVE,1919 B PINE TREE,"BRYAN, TX 77802",32032307301,00001,11/06/1992,12/31/1992
CHRISTOPHER'S WORLD GRILLE,ACTIVE,5001 BOONVILLE RD,"BRYAN, TX 77802",17428814291,00001,01/01/1999,
CHRISTUS DUBUIS HOSPITAL BRYAN,ACTIVE,1600 JOSEPH DR FL 2,"BRYAN, TX 77802",12515634827,00037,01/01/2014,
CHRISTY'S FLOWERS & GIFTS,INACTIVE,3601 E 29TH ST #2,"BRYAN, TX 77802",32026830441,00003,07/01/1988,10/29/1988
CHRISTY'S FLOWERS & GIFTS,INACTIVE,4001 EAST 29TH SUITE 107,"BRYAN, TX 77802",32026830441,00002,09/01/1985,06/30/1988
CHRISTY'S HALLMARK CARD SHOP,INACTIVE,725 E VILLA MARIA RD # B104,"BRYAN, TX 77802",17417374323,00029,03/01/2001,09/30/2010
CHRISTY'S HALLMARK CARD SHOP,INACTIVE,MANOR EAST MALL,"BRYAN, TX 77802",17417374323,00007,07/01/1975,03/01/2001
CHUBBY'S MEAT WAGON,INACTIVE,2314 CARTER CREEK PKWY,"BRYAN, TX 77802",32054971695,00001,09/15/2014,03/30/2017
CHUBBY'S PUBLIC HOUSE,ACTIVE,3700 S TEXAS AVE,"BRYAN, TX 77802",32082401459,00001,05/28/2022,
CHUCHITAS CLOSET,ACTIVE,2609 S TEXAS AVE,"BRYAN, TX 77802",32099844220,00001,06/01/2025,
CHUCKSTIRS CHICKEN,INACTIVE,2529 PINON CT,"BRYAN, TX 77802",32042071012,00001,06/18/2010,12/31/2010
CHUN KING RESTAURANT,INACTIVE,1673B #108 BRIARCREST DR,"BRYAN, TX 77802",32022905551,00002,11/01/1986,05/12/1993
CHURCH'S CHICKEN #295,INACTIVE,3207 S TEXAS AVE,"BRYAN, TX 77802",17430182687,00050,01/01/2002,11/30/2014
CHURCH'S FRIED CHICKEN #1497,INACTIVE,512 VILLA MARIA,"BRYAN, TX 77802",17415072705,00413,08/19/1985,03/31/1989
CHURCH'S FRIED CHICKEN OF BRYAN #295,INACTIVE,3207 S TEXAS AVENUE,"BRYAN, TX 77802",17415072705,00095,02/02/1971,12/31/1992
CHURCH'S FRIED CHICKEN OF BRYAN #295,INACTIVE,3207 S TEXAS AVE,"BRYAN, TX 77802",15820166062,00066,01/01/1993,12/31/2001
CHUTES AWAY!,INACTIVE,3722 VALLEY OAKS DR,"BRYAN, TX 77802",32008687835,00001,07/19/2000,12/31/2002
CICI'S PIZZA,INACTIVE,1901 S TEXAS AVE,"BRYAN, TX 77802",17430081251,00001,01/02/2002,05/31/2002
CICI'S PIZZA,ACTIVE,2003 S TEXAS AVE,"BRYAN, TX 77802",17430081251,00002,06/01/2002,
CIGARETTES CHEAPER #1622,INACTIVE,3203 FREEDOM BLVD STE 100,"BRYAN, TX 77802",16803656749,00097,07/16/2000,02/28/2004
CINDIES #14,ACTIVE,3700 S TEXAS AVE,"BRYAN, TX 77802",32034208085,00001,02/01/2008,
CINDY DEWITT,INACTIVE,4617 KENSINGTON,"BRYAN, TX 77802",32029413617,00001,06/20/1991,07/01/1994
CINGULAR WIRELESS,INACTIVE,1801 BRIARCREST DR,"BRYAN, TX 77802",17422874341,00093,07/01/2002,07/31/2006
CINGULAR WIRELESS,INACTIVE,1801 BRIARCREST DR,"BRYAN, TX 77802",16407584867,00001,09/01/2001,06/30/2002
CIRCLE F RIDING EQUIPMENT,INACTIVE,3906 STILLMEADOW DR,"BRYAN, TX 77802",32006423373,00003,01/11/1994,06/30/1995
CIRCLE K #2740560,ACTIVE,4609 E 29TH ST,"BRYAN, TX 77802",17417014663,00012,12/16/1988,
CIRCLE K FOOD STORE #3314,INACTIVE,3900 EAST 29TH,"BRYAN, TX 77802",14701544059,00461,01/01/1979,02/01/1988
CIRCLE K FOOD STORE #3332,INACTIVE,2613 EAST 29TH ST,"BRYAN, TX 77802",14701544059,00478,01/01/1979,02/01/1988
CIRCLE K FOOD STORE #3351,INACTIVE,3401 EAST HWY 21,"BRYAN, TX 77802",14701544059,00562,05/01/1981,05/31/1993
CIRCLE K FOOD STORE #3351,INACTIVE,3401 EAST HWY 21,"BRYAN, TX 77802",17411495405,00670,06/01/1993,05/25/1999
CIRCLE K STORE #3351,INACTIVE,3401 EAST HWY 21,"BRYAN, TX 77802",17416967853,00715,08/01/1988,10/30/1999
CIRCLE KJ BUILDERS,INACTIVE,2404 BRIAR OAKS DR,"BRYAN, TX 77802",32049650511,00001,09/03/2003,06/30/2004
CIRCLE L,INACTIVE,4012 STILLMEADOW DR,"BRYAN, TX 77802",32007854857,00001,10/01/2000,09/20/2001
CISSY'S SHEAR INSPIRATION,INACTIVE,704 N ROSEMARY DR,"BRYAN, TX 77802",32027646911,00001,01/01/1995,06/30/1999
CISSY'S SHEAR INSPIRATION STYLING SALON,INACTIVE,704 N ROSEMARY,"BRYAN, TX 77802",30113610221,00001,10/30/1989,12/31/1994
CITI TRENDS #341,ACTIVE,2104 S TEXAS AVE STE 300,"BRYAN, TX 77802",15221506973,00032,07/01/2007,
CITIBANK NATIONAL ASSOCIATION,INACTIVE,1718 BRIARCREST DR,"BRYAN, TX 77802",11352664707,00005,05/01/2008,02/01/2019
CITIBANK NATIONAL ASSOCIATION,INACTIVE,4001 E 29TH ST STE 120,"BRYAN, TX 77802",11352664707,00137,05/01/2008,04/30/2023
CITIBANK NATIONAL ASSOCIATION,INACTIVE,1111 BRIARCREST DR,"BRYAN, TX 77802",11352664707,00073,05/01/2008,04/30/2023
CITIBANK NATIONAL ASSOCIATION,INACTIVE,2800 S TEXAS AVE,"BRYAN, TX 77802",11352664707,00072,05/01/2008,04/30/2023
CITIBANK NATIONAL ASSOCIATION,INACTIVE,1660 BRIARCREST DR,"BRYAN, TX 77802",11352664707,00013,05/01/2008,05/01/2023
CITIFINANCIAL INC,INACTIVE,4001 E 29TH ST,"BRYAN, TX 77802",15613008794,00262,08/01/2004,08/31/2012
CITIFINANCIAL INC,INACTIVE,3410 E 29TH ST,"BRYAN, TX 77802",15613008794,00145,03/01/1999,06/30/1999
CITIZENS BANK,ACTIVE,3111 UNIVERSITY DR E,"BRYAN, TX 77802",17514832520,00016,09/14/2009,
CITY OF STYLE,INACTIVE,2008 S TEXAS AVE,"BRYAN, TX 77802",32033528608,00004,09/01/2010,12/31/2010
CITY PEST CONTROL,INACTIVE,3005 LOUISIANA ST,"BRYAN, TX 77802",32026753593,00002,06/01/1995,07/01/1997
CITYMAX PAWN,ACTIVE,1710 S TEXAS AVE STE 103A,"BRYAN, TX 77802",32086364836,00002,04/01/2024,
CITYMAX PAWN,ACTIVE,1710 S TEXAS AVE STE 102B,"BRYAN, TX 77802",32086364836,00001,03/08/2023,
CIVES STEEL COMPANY TEXAS DIVISION,INACTIVE,1817 EAST BYPASS 6,"BRYAN, TX 77802",11609558009,00002,04/01/1984,03/31/1986
CLAIRE DE LOON,INACTIVE,1857 BRIARCREST DR,"BRYAN, TX 77802",32054841724,00001,08/18/2014,12/31/2016
